pubid,question,answer,rank,cosine_similarity,inferred
25277731,Sternal fracture in growing children : A rare and often overlooked fracture?,maybe,8,0.645609,true
25277731,Sternal fracture in growing children : A rare and often overlooked fracture?,maybe,9,0.635170,false
25277731,Sternal fracture in growing children : A rare and often overlooked fracture?,maybe,10,0.632145,false
25277731,Sternal fracture in growing children : A rare and often overlooked fracture?,maybe,11,0.625544,true
25277731,Sternal fracture in growing children : A rare and often overlooked fracture?,maybe,12,0.621381,true
25277731,Sternal fracture in growing children : A rare and often overlooked fracture?,maybe,13,0.619138,false
25277731,Sternal fracture in growing children : A rare and often overlooked fracture?,maybe,14,0.616914,false
25277731,Sternal fracture in growing children : A rare and often overlooked fracture?,maybe,15,0.615968,false
25277731,Sternal fracture in growing children : A rare and often overlooked fracture?,maybe,16,0.605560,false
25277731,Sternal fracture in growing children : A rare and often overlooked fracture?,maybe,17,0.605560,false
25277731,Sternal fracture in growing children : A rare and often overlooked fracture?,maybe,18,0.605002,false
25277731,Sternal fracture in growing children : A rare and often overlooked fracture?,maybe,19,0.564928,false
25277731,Sternal fracture in growing children : A rare and often overlooked fracture?,maybe,20,0.559585,false
17179167,Human papillomavirus and pterygium. Is the virus a risk factor?,maybe,1,0.842127,false
17179167,Human papillomavirus and pterygium. Is the virus a risk factor?,maybe,2,0.800184,false
17179167,Human papillomavirus and pterygium. Is the virus a risk factor?,maybe,3,0.796333,true
17179167,Human papillomavirus and pterygium. Is the virus a risk factor?,maybe,4,0.790583,true
17179167,Human papillomavirus and pterygium. Is the virus a risk factor?,maybe,5,0.786471,true
17179167,Human papillomavirus and pterygium. Is the virus a risk factor?,maybe,6,0.769117,true
17179167,Human papillomavirus and pterygium. Is the virus a risk factor?,maybe,7,0.747767,false
17179167,Human papillomavirus and pterygium. Is the virus a risk factor?,maybe,8,0.732141,true
17179167,Human papillomavirus and pterygium. Is the virus a risk factor?,maybe,9,0.723757,true
17179167,Human papillomavirus and pterygium. Is the virus a risk factor?,maybe,10,0.723237,false
17179167,Human papillomavirus and pterygium. Is the virus a risk factor?,maybe,11,0.721354,false
17179167,Human papillomavirus and pterygium. Is the virus a risk factor?,maybe,12,0.720617,true
17179167,Human papillomavirus and pterygium. Is the virus a risk factor?,maybe,13,0.720438,false
17179167,Human papillomavirus and pterygium. Is the virus a risk factor?,maybe,14,0.715651,true
17179167,Human papillomavirus and pterygium. Is the virus a risk factor?,maybe,15,0.713780,false
17179167,Human papillomavirus and pterygium. Is the virus a risk factor?,maybe,16,0.712956,false
17179167,Human papillomavirus and pterygium. Is the virus a risk factor?,maybe,17,0.710405,false
17179167,Human papillomavirus and pterygium. Is the virus a risk factor?,maybe,18,0.707642,false
17179167,Human papillomavirus and pterygium. Is the virus a risk factor?,maybe,19,0.701071,true
17179167,Human papillomavirus and pterygium. Is the virus a risk factor?,maybe,20,0.696215,true
18235194,Is a specialised training of phonological awareness indicated in every preschool child?,maybe,1,0.709269,false
18235194,Is a specialised training of phonological awareness indicated in every preschool child?,maybe,2,0.686796,true
18235194,Is a specialised training of phonological awareness indicated in every preschool child?,maybe,3,0.630336,true
18235194,Is a specialised training of phonological awareness indicated in every preschool child?,maybe,4,0.608190,false
18235194,Is a specialised training of phonological awareness indicated in every preschool child?,maybe,5,0.604884,false
18235194,Is a specialised training of phonological awareness indicated in every preschool child?,maybe,6,0.581118,false
18235194,Is a specialised training of phonological awareness indicated in every preschool child?,maybe,7,0.494088,true
18235194,Is a specialised training of phonological awareness indicated in every preschool child?,maybe,8,0.492994,true
18235194,Is a specialised training of phonological awareness indicated in every preschool child?,maybe,9,0.474052,false
18235194,Is a specialised training of phonological awareness indicated in every preschool child?,maybe,10,0.446564,true
18235194,Is a specialised training of phonological awareness indicated in every preschool child?,maybe,11,0.442533,true
18235194,Is a specialised training of phonological awareness indicated in every preschool child?,maybe,12,0.436097,true
18235194,Is a specialised training of phonological awareness indicated in every preschool child?,maybe,13,0.434033,true
18235194,Is a specialised training of phonological awareness indicated in every preschool child?,maybe,14,0.430423,false
18235194,Is a specialised training of phonological awareness indicated in every preschool child?,maybe,15,0.426656,true
18235194,Is a specialised training of phonological awareness indicated in every preschool child?,maybe,16,0.425394,true
18235194,Is a specialised training of phonological awareness indicated in every preschool child?,maybe,17,0.421108,true
18235194,Is a specialised training of phonological awareness indicated in every preschool child?,maybe,18,0.419971,false
18235194,Is a specialised training of phonological awareness indicated in every preschool child?,maybe,19,0.419971,false
18235194,Is a specialised training of phonological awareness indicated in every preschool child?,maybe,20,0.419143,true
17489316,Is tumour expression of VEGF associated with venous invasion and survival in pT3 renal cell carcinoma?,maybe,1,0.886157,false
17489316,Is tumour expression of VEGF associated with venous invasion and survival in pT3 renal cell carcinoma?,maybe,2,0.771842,true
17489316,Is tumour expression of VEGF associated with venous invasion and survival in pT3 renal cell carcinoma?,maybe,3,0.723953,false
17489316,Is tumour expression of VEGF associated with venous invasion and survival in pT3 renal cell carcinoma?,maybe,4,0.683452,true
17489316,Is tumour expression of VEGF associated with venous invasion and survival in pT3 renal cell carcinoma?,maybe,5,0.659264,true
17489316,Is tumour expression of VEGF associated with venous invasion and survival in pT3 renal cell carcinoma?,maybe,6,0.654692,true
17489316,Is tumour expression of VEGF associated with venous invasion and survival in pT3 renal cell carcinoma?,maybe,7,0.654138,true
17489316,Is tumour expression of VEGF associated with venous invasion and survival in pT3 renal cell carcinoma?,maybe,8,0.642499,false
17489316,Is tumour expression of VEGF associated with venous invasion and survival in pT3 renal cell carcinoma?,maybe,9,0.640707,false
17489316,Is tumour expression of VEGF associated with venous invasion and survival in pT3 renal cell carcinoma?,maybe,10,0.638220,false
17489316,Is tumour expression of VEGF associated with venous invasion and survival in pT3 renal cell carcinoma?,maybe,11,0.637826,false
17489316,Is tumour expression of VEGF associated with venous invasion and survival in pT3 renal cell carcinoma?,maybe,12,0.616844,true
17489316,Is tumour expression of VEGF associated with venous invasion and survival in pT3 renal cell carcinoma?,maybe,13,0.614238,false
17489316,Is tumour expression of VEGF associated with venous invasion and survival in pT3 renal cell carcinoma?,maybe,14,0.607334,false
17489316,Is tumour expression of VEGF associated with venous invasion and survival in pT3 renal cell carcinoma?,maybe,15,0.604085,true
17489316,Is tumour expression of VEGF associated with venous invasion and survival in pT3 renal cell carcinoma?,maybe,16,0.594169,true
17489316,Is tumour expression of VEGF associated with venous invasion and survival in pT3 renal cell carcinoma?,maybe,17,0.583464,false
17489316,Is tumour expression of VEGF associated with venous invasion and survival in pT3 renal cell carcinoma?,maybe,18,0.581402,false
17489316,Is tumour expression of VEGF associated with venous invasion and survival in pT3 renal cell carcinoma?,maybe,19,0.577180,false
17489316,Is tumour expression of VEGF associated with venous invasion and survival in pT3 renal cell carcinoma?,maybe,20,0.566467,false
20337202,Continuation of pregnancy after antenatal corticosteroid administration: opportunity for rescue?,maybe,1,0.884683,false
20337202,Continuation of pregnancy after antenatal corticosteroid administration: opportunity for rescue?,maybe,2,0.847185,false
20337202,Continuation of pregnancy after antenatal corticosteroid administration: opportunity for rescue?,maybe,3,0.844557,false
20337202,Continuation of pregnancy after antenatal corticosteroid administration: opportunity for rescue?,maybe,4,0.839260,true
20337202,Continuation of pregnancy after antenatal corticosteroid administration: opportunity for rescue?,maybe,5,0.838383,true
20337202,Continuation of pregnancy after antenatal corticosteroid administration: opportunity for rescue?,maybe,6,0.819957,false
20337202,Continuation of pregnancy after antenatal corticosteroid administration: opportunity for rescue?,maybe,7,0.796416,false
20337202,Continuation of pregnancy after antenatal corticosteroid administration: opportunity for rescue?,maybe,8,0.788771,true
20337202,Continuation of pregnancy after antenatal corticosteroid administration: opportunity for rescue?,maybe,9,0.783345,false
20337202,Continuation of pregnancy after antenatal corticosteroid administration: opportunity for rescue?,maybe,10,0.780567,true
20337202,Continuation of pregnancy after antenatal corticosteroid administration: opportunity for rescue?,maybe,11,0.773623,false
20337202,Continuation of pregnancy after antenatal corticosteroid administration: opportunity for rescue?,maybe,12,0.769736,true
20337202,Continuation of pregnancy after antenatal corticosteroid administration: opportunity for rescue?,maybe,13,0.765201,false
20337202,Continuation of pregnancy after antenatal corticosteroid administration: opportunity for rescue?,maybe,14,0.742126,true
20337202,Continuation of pregnancy after antenatal corticosteroid administration: opportunity for rescue?,maybe,15,0.739265,false
20337202,Continuation of pregnancy after antenatal corticosteroid administration: opportunity for rescue?,maybe,16,0.736211,false
20337202,Continuation of pregnancy after antenatal corticosteroid administration: opportunity for rescue?,maybe,17,0.734190,false
20337202,Continuation of pregnancy after antenatal corticosteroid administration: opportunity for rescue?,maybe,18,0.733260,false
20337202,Continuation of pregnancy after antenatal corticosteroid administration: opportunity for rescue?,maybe,19,0.733117,false
20337202,Continuation of pregnancy after antenatal corticosteroid administration: opportunity for rescue?,maybe,20,0.725542,true
26708803,Treatment of contralateral hydrocele in neonatal testicular torsion: Is less more?,maybe,1,0.933882,false
26708803,Treatment of contralateral hydrocele in neonatal testicular torsion: Is less more?,maybe,2,0.904924,true
26708803,Treatment of contralateral hydrocele in neonatal testicular torsion: Is less more?,maybe,3,0.864069,false
26708803,Treatment of contralateral hydrocele in neonatal testicular torsion: Is less more?,maybe,4,0.858004,true
26708803,Treatment of contralateral hydrocele in neonatal testicular torsion: Is less more?,maybe,5,0.850142,true
26708803,Treatment of contralateral hydrocele in neonatal testicular torsion: Is less more?,maybe,6,0.844050,true
26708803,Treatment of contralateral hydrocele in neonatal testicular torsion: Is less more?,maybe,7,0.807114,true
26708803,Treatment of contralateral hydrocele in neonatal testicular torsion: Is less more?,maybe,8,0.785042,false
26708803,Treatment of contralateral hydrocele in neonatal testicular torsion: Is less more?,maybe,9,0.785042,false
26708803,Treatment of contralateral hydrocele in neonatal testicular torsion: Is less more?,maybe,10,0.785042,false
26708803,Treatment of contralateral hydrocele in neonatal testicular torsion: Is less more?,maybe,11,0.754636,true
26708803,Treatment of contralateral hydrocele in neonatal testicular torsion: Is less more?,maybe,12,0.751965,true
26708803,Treatment of contralateral hydrocele in neonatal testicular torsion: Is less more?,maybe,13,0.736755,false
26708803,Treatment of contralateral hydrocele in neonatal testicular torsion: Is less more?,maybe,14,0.732267,false
26708803,Treatment of contralateral hydrocele in neonatal testicular torsion: Is less more?,maybe,15,0.723666,true
26708803,Treatment of contralateral hydrocele in neonatal testicular torsion: Is less more?,maybe,16,0.698128,true
26708803,Treatment of contralateral hydrocele in neonatal testicular torsion: Is less more?,maybe,17,0.679370,true
26708803,Treatment of contralateral hydrocele in neonatal testicular torsion: Is less more?,maybe,18,0.661442,true
26708803,Treatment of contralateral hydrocele in neonatal testicular torsion: Is less more?,maybe,19,0.640779,true
26708803,Treatment of contralateral hydrocele in neonatal testicular torsion: Is less more?,maybe,20,0.631050,false
22427593,"Are normally sighted, visually impaired, and blind pedestrians accurate and reliable at making street crossing decisions?",maybe,1,0.928267,false
22427593,"Are normally sighted, visually impaired, and blind pedestrians accurate and reliable at making street crossing decisions?",maybe,2,0.914334,false
22427593,"Are normally sighted, visually impaired, and blind pedestrians accurate and reliable at making street crossing decisions?",maybe,3,0.877293,true
22427593,"Are normally sighted, visually impaired, and blind pedestrians accurate and reliable at making street crossing decisions?",maybe,4,0.870246,true
22427593,"Are normally sighted, visually impaired, and blind pedestrians accurate and reliable at making street crossing decisions?",maybe,5,0.843324,false
22427593,"Are normally sighted, visually impaired, and blind pedestrians accurate and reliable at making street crossing decisions?",maybe,6,0.808368,true
22427593,"Are normally sighted, visually impaired, and blind pedestrians accurate and reliable at making street crossing decisions?",maybe,7,0.778594,true
22427593,"Are normally sighted, visually impaired, and blind pedestrians accurate and reliable at making street crossing decisions?",maybe,8,0.758346,true
22427593,"Are normally sighted, visually impaired, and blind pedestrians accurate and reliable at making street crossing decisions?",maybe,9,0.726221,false
22427593,"Are normally sighted, visually impaired, and blind pedestrians accurate and reliable at making street crossing decisions?",maybe,10,0.717273,false
22427593,"Are normally sighted, visually impaired, and blind pedestrians accurate and reliable at making street crossing decisions?",maybe,11,0.706600,false
22427593,"Are normally sighted, visually impaired, and blind pedestrians accurate and reliable at making street crossing decisions?",maybe,12,0.698377,false
22427593,"Are normally sighted, visually impaired, and blind pedestrians accurate and reliable at making street crossing decisions?",maybe,13,0.681320,false
22427593,"Are normally sighted, visually impaired, and blind pedestrians accurate and reliable at making street crossing decisions?",maybe,14,0.667844,false
22427593,"Are normally sighted, visually impaired, and blind pedestrians accurate and reliable at making street crossing decisions?",maybe,15,0.659249,true
22427593,"Are normally sighted, visually impaired, and blind pedestrians accurate and reliable at making street crossing decisions?",maybe,16,0.649956,false
22427593,"Are normally sighted, visually impaired, and blind pedestrians accurate and reliable at making street crossing decisions?",maybe,17,0.648520,false
22427593,"Are normally sighted, visually impaired, and blind pedestrians accurate and reliable at making street crossing decisions?",maybe,18,0.646730,true
22427593,"Are normally sighted, visually impaired, and blind pedestrians accurate and reliable at making street crossing decisions?",maybe,19,0.616499,false
22427593,"Are normally sighted, visually impaired, and blind pedestrians accurate and reliable at making street crossing decisions?",maybe,20,0.604262,false
11570976,Is it Crohn's disease?,maybe,1,0.839016,false
11570976,Is it Crohn's disease?,maybe,2,0.839016,false
11570976,Is it Crohn's disease?,maybe,3,0.725455,false
11570976,Is it Crohn's disease?,maybe,4,0.720423,false
11570976,Is it Crohn's disease?,maybe,5,0.717615,true
11570976,Is it Crohn's disease?,maybe,6,0.692235,true
11570976,Is it Crohn's disease?,maybe,7,0.672975,false
11570976,Is it Crohn's disease?,maybe,8,0.672141,false
11570976,Is it Crohn's disease?,maybe,9,0.650446,false
11570976,Is it Crohn's disease?,maybe,10,0.644829,false
11570976,Is it Crohn's disease?,maybe,11,0.644576,true
11570976,Is it Crohn's disease?,maybe,12,0.628515,true
11570976,Is it Crohn's disease?,maybe,13,0.627817,false
11570976,Is it Crohn's disease?,maybe,14,0.627817,true
11570976,Is it Crohn's disease?,maybe,15,0.627442,false
11570976,Is it Crohn's disease?,maybe,16,0.624321,false
11570976,Is it Crohn's disease?,maybe,17,0.618855,true
11570976,Is it Crohn's disease?,maybe,18,0.606668,true
11570976,Is it Crohn's disease?,maybe,19,0.605267,false
11570976,Is it Crohn's disease?,maybe,20,0.600415,true
27044366,Detailed analysis of sputum and systemic inflammation in asthma phenotypes: are paucigranulocytic asthmatics really non-inflammatory?,maybe,1,0.879277,true
27044366,Detailed analysis of sputum and systemic inflammation in asthma phenotypes: are paucigranulocytic asthmatics really non-inflammatory?,maybe,2,0.840679,false
27044366,Detailed analysis of sputum and systemic inflammation in asthma phenotypes: are paucigranulocytic asthmatics really non-inflammatory?,maybe,3,0.832549,true
27044366,Detailed analysis of sputum and systemic inflammation in asthma phenotypes: are paucigranulocytic asthmatics really non-inflammatory?,maybe,4,0.831322,false
27044366,Detailed analysis of sputum and systemic inflammation in asthma phenotypes: are paucigranulocytic asthmatics really non-inflammatory?,maybe,5,0.798578,false
27044366,Detailed analysis of sputum and systemic inflammation in asthma phenotypes: are paucigranulocytic asthmatics really non-inflammatory?,maybe,6,0.795933,true
27044366,Detailed analysis of sputum and systemic inflammation in asthma phenotypes: are paucigranulocytic asthmatics really non-inflammatory?,maybe,7,0.793663,true
27044366,Detailed analysis of sputum and systemic inflammation in asthma phenotypes: are paucigranulocytic asthmatics really non-inflammatory?,maybe,8,0.748505,true
27044366,Detailed analysis of sputum and systemic inflammation in asthma phenotypes: are paucigranulocytic asthmatics really non-inflammatory?,maybe,9,0.735851,false
27044366,Detailed analysis of sputum and systemic inflammation in asthma phenotypes: are paucigranulocytic asthmatics really non-inflammatory?,maybe,10,0.733564,false
27044366,Detailed analysis of sputum and systemic inflammation in asthma phenotypes: are paucigranulocytic asthmatics really non-inflammatory?,maybe,11,0.724244,true
27044366,Detailed analysis of sputum and systemic inflammation in asthma phenotypes: are paucigranulocytic asthmatics really non-inflammatory?,maybe,12,0.707102,false
27044366,Detailed analysis of sputum and systemic inflammation in asthma phenotypes: are paucigranulocytic asthmatics really non-inflammatory?,maybe,13,0.692771,true
27044366,Detailed analysis of sputum and systemic inflammation in asthma phenotypes: are paucigranulocytic asthmatics really non-inflammatory?,maybe,14,0.686271,true
27044366,Detailed analysis of sputum and systemic inflammation in asthma phenotypes: are paucigranulocytic asthmatics really non-inflammatory?,maybe,15,0.680375,true
27044366,Detailed analysis of sputum and systemic inflammation in asthma phenotypes: are paucigranulocytic asthmatics really non-inflammatory?,maybe,16,0.680220,false
27044366,Detailed analysis of sputum and systemic inflammation in asthma phenotypes: are paucigranulocytic asthmatics really non-inflammatory?,maybe,17,0.675963,false
27044366,Detailed analysis of sputum and systemic inflammation in asthma phenotypes: are paucigranulocytic asthmatics really non-inflammatory?,maybe,18,0.667892,true
27044366,Detailed analysis of sputum and systemic inflammation in asthma phenotypes: are paucigranulocytic asthmatics really non-inflammatory?,maybe,19,0.665413,false
27044366,Detailed analysis of sputum and systemic inflammation in asthma phenotypes: are paucigranulocytic asthmatics really non-inflammatory?,maybe,20,0.658839,true
17562682,Is Panton-Valentine leucocidin associated with the pathogenesis of Staphylococcus aureus bacteraemia in the UK?,maybe,1,0.810136,true
17562682,Is Panton-Valentine leucocidin associated with the pathogenesis of Staphylococcus aureus bacteraemia in the UK?,maybe,2,0.781942,true
17562682,Is Panton-Valentine leucocidin associated with the pathogenesis of Staphylococcus aureus bacteraemia in the UK?,maybe,3,0.743103,true
17562682,Is Panton-Valentine leucocidin associated with the pathogenesis of Staphylococcus aureus bacteraemia in the UK?,maybe,4,0.742018,false
17562682,Is Panton-Valentine leucocidin associated with the pathogenesis of Staphylococcus aureus bacteraemia in the UK?,maybe,5,0.735535,false
17562682,Is Panton-Valentine leucocidin associated with the pathogenesis of Staphylococcus aureus bacteraemia in the UK?,maybe,6,0.707091,true
17562682,Is Panton-Valentine leucocidin associated with the pathogenesis of Staphylococcus aureus bacteraemia in the UK?,maybe,7,0.700888,false
17562682,Is Panton-Valentine leucocidin associated with the pathogenesis of Staphylococcus aureus bacteraemia in the UK?,maybe,8,0.699807,true
17562682,Is Panton-Valentine leucocidin associated with the pathogenesis of Staphylococcus aureus bacteraemia in the UK?,maybe,9,0.699465,false
17562682,Is Panton-Valentine leucocidin associated with the pathogenesis of Staphylococcus aureus bacteraemia in the UK?,maybe,10,0.692061,true
17562682,Is Panton-Valentine leucocidin associated with the pathogenesis of Staphylococcus aureus bacteraemia in the UK?,maybe,11,0.691461,true
17562682,Is Panton-Valentine leucocidin associated with the pathogenesis of Staphylococcus aureus bacteraemia in the UK?,maybe,12,0.688206,true
17562682,Is Panton-Valentine leucocidin associated with the pathogenesis of Staphylococcus aureus bacteraemia in the UK?,maybe,13,0.687881,true
17562682,Is Panton-Valentine leucocidin associated with the pathogenesis of Staphylococcus aureus bacteraemia in the UK?,maybe,14,0.674913,true
17562682,Is Panton-Valentine leucocidin associated with the pathogenesis of Staphylococcus aureus bacteraemia in the UK?,maybe,15,0.669343,true
17562682,Is Panton-Valentine leucocidin associated with the pathogenesis of Staphylococcus aureus bacteraemia in the UK?,maybe,16,0.667000,true
17562682,Is Panton-Valentine leucocidin associated with the pathogenesis of Staphylococcus aureus bacteraemia in the UK?,maybe,17,0.660862,false
17562682,Is Panton-Valentine leucocidin associated with the pathogenesis of Staphylococcus aureus bacteraemia in the UK?,maybe,18,0.657706,false
17562682,Is Panton-Valentine leucocidin associated with the pathogenesis of Staphylococcus aureus bacteraemia in the UK?,maybe,19,0.653032,true
17562682,Is Panton-Valentine leucocidin associated with the pathogenesis of Staphylococcus aureus bacteraemia in the UK?,maybe,20,0.649866,true
26686513,Cycloplegic autorefraction in young adults: is it mandatory?,maybe,1,0.566669,false
26686513,Cycloplegic autorefraction in young adults: is it mandatory?,maybe,2,0.548633,false
26686513,Cycloplegic autorefraction in young adults: is it mandatory?,maybe,3,0.537068,false
26686513,Cycloplegic autorefraction in young adults: is it mandatory?,maybe,4,0.530624,true
26686513,Cycloplegic autorefraction in young adults: is it mandatory?,maybe,5,0.490827,false
26686513,Cycloplegic autorefraction in young adults: is it mandatory?,maybe,6,0.488181,true
26686513,Cycloplegic autorefraction in young adults: is it mandatory?,maybe,7,0.479435,true
26686513,Cycloplegic autorefraction in young adults: is it mandatory?,maybe,8,0.452285,true
26686513,Cycloplegic autorefraction in young adults: is it mandatory?,maybe,9,0.443259,false
26686513,Cycloplegic autorefraction in young adults: is it mandatory?,maybe,10,0.441263,false
26686513,Cycloplegic autorefraction in young adults: is it mandatory?,maybe,11,0.434412,true
26686513,Cycloplegic autorefraction in young adults: is it mandatory?,maybe,12,0.430751,true
26686513,Cycloplegic autorefraction in young adults: is it mandatory?,maybe,13,0.425606,false
26686513,Cycloplegic autorefraction in young adults: is it mandatory?,maybe,14,0.419241,true
26686513,Cycloplegic autorefraction in young adults: is it mandatory?,maybe,15,0.418200,true
26686513,Cycloplegic autorefraction in young adults: is it mandatory?,maybe,16,0.417680,false
26686513,Cycloplegic autorefraction in young adults: is it mandatory?,maybe,17,0.412939,true
26686513,Cycloplegic autorefraction in young adults: is it mandatory?,maybe,18,0.412777,true
26686513,Cycloplegic autorefraction in young adults: is it mandatory?,maybe,19,0.412703,false
26686513,Cycloplegic autorefraction in young adults: is it mandatory?,maybe,20,0.411046,true
24160268,"""Would a man smell a rose then throw it away?",maybe,1,0.248983,false
24160268,"""Would a man smell a rose then throw it away?",maybe,2,0.228558,false
24160268,"""Would a man smell a rose then throw it away?",maybe,3,0.227553,false
24160268,"""Would a man smell a rose then throw it away?",maybe,4,0.225897,true
24160268,"""Would a man smell a rose then throw it away?",maybe,5,0.221323,false
24160268,"""Would a man smell a rose then throw it away?",maybe,6,0.216737,true
24160268,"""Would a man smell a rose then throw it away?",maybe,7,0.206525,false
24160268,"""Would a man smell a rose then throw it away?",maybe,8,0.205819,true
24160268,"""Would a man smell a rose then throw it away?",maybe,9,0.201178,true
24160268,"""Would a man smell a rose then throw it away?",maybe,10,0.197379,false
24160268,"""Would a man smell a rose then throw it away?",maybe,11,0.196482,false
24160268,"""Would a man smell a rose then throw it away?",maybe,12,0.194776,false
24160268,"""Would a man smell a rose then throw it away?",maybe,13,0.192158,true
24160268,"""Would a man smell a rose then throw it away?",maybe,14,0.191113,true
24160268,"""Would a man smell a rose then throw it away?",maybe,15,0.187536,false
24160268,"""Would a man smell a rose then throw it away?",maybe,16,0.185765,false
24160268,"""Would a man smell a rose then throw it away?",maybe,17,0.181713,false
24160268,"""Would a man smell a rose then throw it away?",maybe,18,0.175371,false
24160268,"""Would a man smell a rose then throw it away?",maybe,19,0.175012,true
24160268,"""Would a man smell a rose then throw it away?",maybe,20,0.170177,true
19694846,Does self-efficacy mediate the relationship between transformational leadership behaviours and healthcare workers' sleep quality?,maybe,1,0.928969,true
19694846,Does self-efficacy mediate the relationship between transformational leadership behaviours and healthcare workers' sleep quality?,maybe,2,0.920146,false
19694846,Does self-efficacy mediate the relationship between transformational leadership behaviours and healthcare workers' sleep quality?,maybe,3,0.879444,false
19694846,Does self-efficacy mediate the relationship between transformational leadership behaviours and healthcare workers' sleep quality?,maybe,4,0.878315,false
19694846,Does self-efficacy mediate the relationship between transformational leadership behaviours and healthcare workers' sleep quality?,maybe,5,0.868918,false
19694846,Does self-efficacy mediate the relationship between transformational leadership behaviours and healthcare workers' sleep quality?,maybe,6,0.868918,false
19694846,Does self-efficacy mediate the relationship between transformational leadership behaviours and healthcare workers' sleep quality?,maybe,7,0.868918,false
19694846,Does self-efficacy mediate the relationship between transformational leadership behaviours and healthcare workers' sleep quality?,maybe,8,0.868918,false
19694846,Does self-efficacy mediate the relationship between transformational leadership behaviours and healthcare workers' sleep quality?,maybe,9,0.868637,false
19694846,Does self-efficacy mediate the relationship between transformational leadership behaviours and healthcare workers' sleep quality?,maybe,10,0.867499,false
19694846,Does self-efficacy mediate the relationship between transformational leadership behaviours and healthcare workers' sleep quality?,maybe,11,0.867499,false
19694846,Does self-efficacy mediate the relationship between transformational leadership behaviours and healthcare workers' sleep quality?,maybe,12,0.855462,false
19694846,Does self-efficacy mediate the relationship between transformational leadership behaviours and healthcare workers' sleep quality?,maybe,13,0.844597,false
19694846,Does self-efficacy mediate the relationship between transformational leadership behaviours and healthcare workers' sleep quality?,maybe,14,0.839634,false
19694846,Does self-efficacy mediate the relationship between transformational leadership behaviours and healthcare workers' sleep quality?,maybe,15,0.827987,true
19694846,Does self-efficacy mediate the relationship between transformational leadership behaviours and healthcare workers' sleep quality?,maybe,16,0.807779,false
19694846,Does self-efficacy mediate the relationship between transformational leadership behaviours and healthcare workers' sleep quality?,maybe,17,0.799904,false
19694846,Does self-efficacy mediate the relationship between transformational leadership behaviours and healthcare workers' sleep quality?,maybe,18,0.765776,false
19694846,Does self-efficacy mediate the relationship between transformational leadership behaviours and healthcare workers' sleep quality?,maybe,19,0.753360,false
19694846,Does self-efficacy mediate the relationship between transformational leadership behaviours and healthcare workers' sleep quality?,maybe,20,0.673457,false
27184293,Does microbial contamination influence the success of the hematopoietic cell transplantation outcomes?,maybe,1,0.963141,true
27184293,Does microbial contamination influence the success of the hematopoietic cell transplantation outcomes?,maybe,2,0.889492,true
27184293,Does microbial contamination influence the success of the hematopoietic cell transplantation outcomes?,maybe,3,0.886813,true
27184293,Does microbial contamination influence the success of the hematopoietic cell transplantation outcomes?,maybe,4,0.879608,true
27184293,Does microbial contamination influence the success of the hematopoietic cell transplantation outcomes?,maybe,5,0.862010,true
27184293,Does microbial contamination influence the success of the hematopoietic cell transplantation outcomes?,maybe,6,0.826374,true
27184293,Does microbial contamination influence the success of the hematopoietic cell transplantation outcomes?,maybe,7,0.780940,true
27184293,Does microbial contamination influence the success of the hematopoietic cell transplantation outcomes?,maybe,8,0.780803,false
27184293,Does microbial contamination influence the success of the hematopoietic cell transplantation outcomes?,maybe,9,0.771908,true
27184293,Does microbial contamination influence the success of the hematopoietic cell transplantation outcomes?,maybe,10,0.768472,false
27184293,Does microbial contamination influence the success of the hematopoietic cell transplantation outcomes?,maybe,11,0.768472,true
27184293,Does microbial contamination influence the success of the hematopoietic cell transplantation outcomes?,maybe,12,0.759146,true
27184293,Does microbial contamination influence the success of the hematopoietic cell transplantation outcomes?,maybe,13,0.752738,true
27184293,Does microbial contamination influence the success of the hematopoietic cell transplantation outcomes?,maybe,14,0.748234,false
27184293,Does microbial contamination influence the success of the hematopoietic cell transplantation outcomes?,maybe,15,0.747314,false
27184293,Does microbial contamination influence the success of the hematopoietic cell transplantation outcomes?,maybe,16,0.742484,true
27184293,Does microbial contamination influence the success of the hematopoietic cell transplantation outcomes?,maybe,17,0.742256,true
27184293,Does microbial contamination influence the success of the hematopoietic cell transplantation outcomes?,maybe,18,0.740219,true
27184293,Does microbial contamination influence the success of the hematopoietic cell transplantation outcomes?,maybe,19,0.730382,false
27184293,Does microbial contamination influence the success of the hematopoietic cell transplantation outcomes?,maybe,20,0.709758,false
25480629,Residual fundus or neofundus after laparoscopic sleeve gastrectomy: is fundectomy safe and effective as revision surgery?,maybe,1,0.734014,false
25480629,Residual fundus or neofundus after laparoscopic sleeve gastrectomy: is fundectomy safe and effective as revision surgery?,maybe,2,0.693124,false
25480629,Residual fundus or neofundus after laparoscopic sleeve gastrectomy: is fundectomy safe and effective as revision surgery?,maybe,3,0.679050,false
25480629,Residual fundus or neofundus after laparoscopic sleeve gastrectomy: is fundectomy safe and effective as revision surgery?,maybe,4,0.663268,false
25480629,Residual fundus or neofundus after laparoscopic sleeve gastrectomy: is fundectomy safe and effective as revision surgery?,maybe,5,0.638350,false
25480629,Residual fundus or neofundus after laparoscopic sleeve gastrectomy: is fundectomy safe and effective as revision surgery?,maybe,6,0.590520,true
25480629,Residual fundus or neofundus after laparoscopic sleeve gastrectomy: is fundectomy safe and effective as revision surgery?,maybe,7,0.588814,false
